_id,_rev,alejado,app_foreground,battery_l,battery_t,bw,devid,df_delay,df_saltos,ds,dv_delay,dv_saltos,indice_en_prueba,indice_intervalo,mood,mos,ns,prueba_nro,ram,sdk,st,t_cpu,ts_from,ts_to
31c54b0060fa1a0c1f7ccff3615e336b,1-d71311d7a8574d7fa2a9e0a7b8402edc,104595,,,,6.069018849685839e-07,63958117e9438e16,195.66666666666666,2.0,6,56.0,8.0,1,0,,3,4.0,1,1313.6666666666667,24,4.0,36.96666666666667,1527697441890,1527697501890
31c54b0060fa1a0c1f7ccff3615e7ded,1-9841da6f2b565dc7dc45ae0dce8ee0b9,68500,com.whatsapp,87.0,31.566666666666666,8.779213679772004e-07,2440f9791015c9aa,79.66666666666667,2.0,8,30.0,8.0,1,0,4.0,5,4.0,1,648.3333333333334,24,3.0,31.566666666666666,1527695210473,1527695270473
31c54b0060fa1a0c1f7ccff3615eb6bd,1-f6adfa27dd86aafc063635315ed5fa24,131743,org.pol.jmgo.qoesurveyor,69.0,31.2,1.7333343110948153e-05,c8afba09e53d8531,283.0,2.4,4,80.6,9.0,1,0,5.0,1,3.4,1,300.0,23,,39.333333333333336,1528215559070,1528215619070
31c54b0060fa1a0c1f7ccff3615ec224,1-cdeb2f36daa0119ae7cbbcffbc4da958,196091,com.android.vending,65.5,33.35,0,c8afba09e53d8531,121.5,2.0,4,56.5,9.0,1,1,5.0,5,3.4,4,348.75,23,,48.25,1528215929935,1528215989935
31c54b0060fa1a0c1f7ccff3615eef2e,1-ee5bd562a272bcdb98fff249b19642e4,91076,android,61.0,34.36666666666667,2.0302093631772806e-05,c8afba09e53d8531,513.25,2.0,4,59.75,9.0,1,7,,5,3.4,5,416.6666666666667,23,,49.0,1528216519825,1528216579825
31c54b0060fa1a0c1f7ccff3615ef60b,1-374a415dd8af880499cefb09537add05,3618959,,,,0,c8afba09e53d8531,,,4,,,1,8,,5,,3,,23,,,1528220668087,1528220728087
31c54b0060fa1a0c1f7ccff3615f01c4,1-c3736b6d1df092813287945545fbfe17,57815,com.sec.android.app.launcher,59.333333333333336,30.566666666666666,3.106781820302995e-05,c8afba09e53d8531,200.0,2.0,4,37.5,9.0,1,9,,5,3.4,2,330.0,23,,43.333333333333336,1528290492163,1528290552163
31c54b0060fa1a0c1f7ccff3615f1806,1-1fbe1d4a71af01282006777d6b420666,60000,,16.0,29.7,0,90a72847e24050d1,35.0,1.0,6,19.0,9.0,1,0,,5,,1,372.0,24,,42.0,1527624561785,1527624621785
31c54b0060fa1a0c1f7ccff3615f225f,1-61674981c4567b46bde07073e5e4438b,12591,,,,0,22dee25d96b05f3e,,,4,,,1,0,,5,,1,,23,,,1528248232324,1528248292324
31c54b0060fa1a0c1f7ccff3615fadea,1-c9579caa5d90f52bff45b105880bfbb8,188868,,,,7.551874135431077e-09,68af49bcc059f325,105.4,2.0,8,47.2,8.0,1,0,,2,4.0,3,1283.0,25,4.0,0.3225,1527538050115,1527538110115
31c54b0060fa1a0c1f7ccff3615fb05e,1-64f86e51ff6321e11187340aa8fd7690,458745,,,,1.5926134564423928e-07,68af49bcc059f325,84.66666666666667,2.0,8,42.666666666666664,8.0,1,1,,2,4.0,2,1257.6666666666667,25,4.0,0.32033333333333336,1527538544458,1527538604458
31c54b0060fa1a0c1f7ccff3615fb06d,1-86851a182f037b2e58d1a756fbde7cec,479213,,,,3.392743454275762e-08,68af49bcc059f325,111.57142857142857,2.0,8,45.42857142857143,8.0,1,2,,3,4.0,1,1275.3333333333333,25,2.0,0.29866666666666664,1527709964192,1527710024192
31c54b0060fa1a0c1f7ccff3615fb1e6,1-9b2bba460c5d351fce172647aa092329,209984,,,,1.9890692488458528e-05,8e16d706819d2e0c,,,3,,,1,0,,3,,15,,22,,,1525189413675,1525189473675
31c54b0060fa1a0c1f7ccff3615fbaa0,1-2e8255eea7813f7cd167ecc1c789dde0,209984,,,,1.9890692488458528e-05,8e16d706819d2e0c,,,3,,,1,1,,3,,15,,22,,,1525189413675,1525189473675
31c54b0060fa1a0c1f7ccff361603b9b,1-7aecf4302915fedae51d82b7960d9bee,75917,com.google.android.youtube,13.0,37.4,2.9188409526507892e-05,8e16d706819d2e0c,29.0,1.0,3,11.0,10.0,1,16,4.5,4,,14,226.0,22,,52.0,1525708448959,1525708508959
31c54b0060fa1a0c1f7ccff361605565,1-381772753c39414cfcc2ac7c34063066,348604,com.google.android.youtube,15.0,38.1,0,8e16d706819d2e0c,33.0,1.0,3,15.0,10.0,1,18,,5,3.0,3,825.0,22,4.0,58.0,1525711010001,1525711070001
31c54b0060fa1a0c1f7ccff36160b975,1-35f8a4d771c83796796498dcc15095c8,138822,com.android.launcher,76.0,31.6,2.953070782153631e-07,8e16d706819d2e0c,34.666666666666664,1.0,3,33.666666666666664,10.0,1,29,,4,3.0,13,928.5,22,4.0,39.0,1525834368698,1525834428698
