_id,_rev,alejado,app_foreground,battery_l,battery_t,bw,devid,df_delay,df_saltos,ds,dv_delay,dv_saltos,indice_en_prueba,indice_intervalo,mood,mos,ns,prueba_nro,ram,sdk,st,t_cpu,ts_from,ts_to
31c54b0060fa1a0c1f7ccff3615e618f,1-680751b5a54a541fd1fdbba2c3a8f0a5,368362,,,,1.6419166347227547e-06,63958117e9438e16,136.33333333333334,2.0,6,78.33333333333333,8.0,6,5,,2,4.0,1,1201.3333333333333,24,2.3333333333333335,43.13333333333333,1527697705657,1527697765657
31c54b0060fa1a0c1f7ccff3615eae0c,1-101bb92e3e275bd475c780bb5bf50177,409308,com.android.chrome,86.0,33.300000000000004,1.4029926167897202e-06,2440f9791015c9aa,84.75,2.0,8,31.0,8.0,7,6,4.0,5,,1,553.6666666666666,24,,33.300000000000004,1527695551281,1527695611281
31c54b0060fa1a0c1f7ccff3615eb6bd,1-f6adfa27dd86aafc063635315ed5fa24,131743,org.pol.jmgo.qoesurveyor,69.0,31.2,1.7333343110948153e-05,c8afba09e53d8531,283.0,2.4,4,80.6,9.0,1,0,5.0,1,3.4,1,300.0,23,,39.333333333333336,1528215559070,1528215619070
31c54b0060fa1a0c1f7ccff3615f1806,1-1fbe1d4a71af01282006777d6b420666,60000,,16.0,29.7,0,90a72847e24050d1,35.0,1.0,6,19.0,9.0,1,0,,5,,1,372.0,24,,42.0,1527624561785,1527624621785
31c54b0060fa1a0c1f7ccff3615f7bce,1-81a60d76be5d1e1ea4ad5c4b54e6a826,485523,com.google.android.youtube,43.0,44.46666666666667,1.8574330427826203e-06,22dee25d96b05f3e,197.66666666666666,1.3333333333333333,4,15.333333333333334,9.0,12,11,5.0,5,,1,320.0,23,,55.0,1528248705256,1528248765256
31c54b0060fa1a0c1f7ccff3615fb06d,1-86851a182f037b2e58d1a756fbde7cec,479213,,,,3.392743454275762e-08,68af49bcc059f325,111.57142857142857,2.0,8,45.42857142857143,8.0,1,2,,3,4.0,1,1275.3333333333333,25,2.0,0.29866666666666664,1527709964192,1527710024192
31c54b0060fa1a0c1f7ccff361615a29,1-df1c3463714b412debf21c6f31e188ad,14584,,,,4.31776803719938e-07,8e16d706819d2e0c,,,3,,,3,55,4.0,2,,1,,22,,,1525915182444,1525915242444
31c54b0060fa1a0c1f7ccff3616212e1,1-b77d17e791739fff5c33dce8d6d8e37f,118404,,,,0,7bf44203a040cdc1,,,4,,,2,1,,4,3.4,1,,23,,,1528253708756,1528253768756
31c54b0060fa1a0c1f7ccff3616251af,1-322033c4729a0c02116866d72b1e3991,63958,com.internet.speed.meter.lite,,,1.1537487708538191e-06,acf1f4860469c6fd,368.6666666666667,1.0,8,78.66666666666667,17.0,1,0,5.0,5,3.4,1,602.0,25,,40.34866666666667,1527542639110,1527542699110
31c54b0060fa1a0c1f7ccff3616256fe,1-858cb515f40d9192b4e0981808b438e5,68097,,,,1.2832170130497826e-05,94693d24cc813c3f,2964.5,3.0,7,107.5,9.0,1,0,3.0,3,3.485714285714286,1,538.0,23,,30.125,1528324093321,1528324153321
31c54b0060fa1a0c1f7ccff361626468,1-90017615bee7e450528f71d0d88b8d5e,60883,,24.0,29.166666666666668,4.4145584240262665e-06,21499054c7994fc4,281.3333333333333,2.0,6,53.333333333333336,9.0,1,0,,5,3.4,1,790.6666666666666,23,,53.666666666666664,1528397241489,1528397301489
31c54b0060fa1a0c1f7ccff361631898,1-aa45ec13376e5cd458a004f66dd3cc57,23928,com.whatsapp,,,1.5697338377693705e-07,7b3d12955096c795,,,5,,,2,17,,4,,1,405.75,25,,35.275000000000006,1528918709304,1528918769304
31c54b0060fa1a0c1f7ccff36163415f,1-d0761fbab71d7d72347597f3a680f219,15473,,49.0,36.2,1.1058535691071815e-06,e2f3a59016564a22,73.0,2.0,6,45.0,8.0,3,2,3.6,3,,1,1611.0,23,,36.2,1527632314665,1527632374665
31c54b0060fa1a0c1f7ccff36163fa9a,1-eec3c3cbdfe64287e8115fa69bb5b543,438149,com.whatsapp,77.0,28.133333333333336,4.390590823486275e-05,da864a689e433b5e,234.0,2.0,6,78.0,20.0,7,16,,5,3.4,1,224.0,23,,49.333333333333336,1528218428176,1528218488176
31c54b0060fa1a0c1f7ccff3616411e9,1-0b0733d8614e5bd1aa552b5746f05178,62587,com.sec.android.app.launcher,99.33333333333333,28.933333333333334,6.119898001699972e-09,751666ecdd98bfd3,232.5,1.0,3,226.5,17.0,1,0,3.0,1,3.3555555555555556,1,230.0,22,,44.0,1527692714059,1527692774059
31c54b0060fa1a0c1f7ccff361643bfc,1-e37a5998462cfe4d2120ea8255ab2b2a,281983,com.samsung.android.email.provider,56.0,33.6,6.565330577823703e-07,c4a9b97bec0deec7,107.0,2.0,7,48.666666666666664,9.0,4,4,5.0,5,,1,292.3333333333333,24,,49.666666666666664,1528227302345,1528227362345
31c54b0060fa1a0c1f7ccff3616465aa,1-3f77e92654b5a7fde0091cf85d684140,123882,org.pol.jmgo.qoesurveyor,63.0,33.6,8.476658722354628e-08,ffdd93d674719bbc,550.3333333333334,1.0,8,83.66666666666667,17.0,1,1,4.0,3,3.266666666666667,1,729.5,24,4.0,33.5,1527617781071,1527617841071
31c54b0060fa1a0c1f7ccff361657c64,1-615db78b8373488352f3cd960b13fb1a,8226,,,,3.750977483708605e-07,11d70c1436d1ce27,,,6,,,1,3,,5,4.0,1,,24,,,1527623213633,1527623273633
31c54b0060fa1a0c1f7ccff361659255,1-36860cf3a98af45f6f2a22b3d9d0814b,244445,org.pol.jmgo.qoesurveyor,,,0,4261a8320ddd09d0,,,6,,,2,1,5.0,5,4.0,1,189.66666666666666,22,,35.0,1528233428388,1528233488388
31c54b0060fa1a0c1f7ccff36165a5e2,1-4478dd239b8cd4aa08fbba7170da81c7,26144,org.pol.jmgo.qoesurveyor,,,3.0444292595123416e-07,2e9b9b3b97476bf5,,,8,,,2,1,3.357142857142857,3,,1,1561.0,26,,32.7,1527628143136,1527628203136
