"alejado","battery_l","battery_t","bw","df_delay","df_saltos","ds","dv_delay","dv_saltos","indice_en_prueba","indice_intervalo","mood","mos","ns","prueba_nro","ram","sdk","st","t_cpu","X_id","X_rev","app_foreground","devid","ts_from","ts_to"
368362,43,24.6333333333333,1.64191663472275e-06,136.333333333333,2,6,78.3333333333333,8,6,5,3.5,2,4,1,1201.33333333333,24,2.33333333333333,43.1333333333333,"31c54b0060fa1a0c1f7ccff3615e618f","1-680751b5a54a541fd1fdbba2c3a8f0a5","","63958117e9438e16",1527697705657,1527697765657
409308,86,33.3,1.40299261678972e-06,84.75,2,8,31,8,7,6,4,5,4,1,553.666666666667,24,3,33.3,"31c54b0060fa1a0c1f7ccff3615eae0c","1-101bb92e3e275bd475c780bb5bf50177","com.android.chrome","2440f9791015c9aa",1527695551281,1527695611281
131743,69,31.2,1.73333431109482e-05,283,2.4,4,80.6,9,1,0,5,1,3.4,1,300,23,4,39.3333333333333,"31c54b0060fa1a0c1f7ccff3615eb6bd","1-f6adfa27dd86aafc063635315ed5fa24","org.pol.jmgo.qoesurveyor","c8afba09e53d8531",1528215559070,1528215619070
60000,16,29.7,0,35,1,6,19,9,1,0,3.5,5,4,1,372,24,2,42,"31c54b0060fa1a0c1f7ccff3615f1806","1-1fbe1d4a71af01282006777d6b420666","","90a72847e24050d1",1527624561785,1527624621785
485523,43,44.4666666666667,1.85743304278262e-06,197.666666666667,1.33333333333333,4,15.3333333333333,9,12,11,5,5,3.4,1,320,23,4,55,"31c54b0060fa1a0c1f7ccff3615f7bce","1-81a60d76be5d1e1ea4ad5c4b54e6a826","com.google.android.youtube","22dee25d96b05f3e",1528248705256,1528248765256
479213,49,34.025,3.39274345427576e-08,111.571428571429,2,8,45.4285714285714,8,1,2,5,3,4,1,1275.33333333333,25,2,0.298666666666667,"31c54b0060fa1a0c1f7ccff3615fb06d","1-86851a182f037b2e58d1a756fbde7cec","","68af49bcc059f325",1527709964192,1527710024192
14584,56,28.9333333333333,4.31776803719938e-07,153,1,3,105.333333333333,9,3,55,4,2,3.5,1,372,22,2,49.3333333333333,"31c54b0060fa1a0c1f7ccff361615a29","1-df1c3463714b412debf21c6f31e188ad","","8e16d706819d2e0c",1525915182444,1525915242444
118404,22,29.1666666666667,0,153,1.2,4,80.6,9,2,1,3,4,3.4,1,460.666666666667,23,3,57,"31c54b0060fa1a0c1f7ccff3616212e1","1-b77d17e791739fff5c33dce8d6d8e37f","","7bf44203a040cdc1",1528253708756,1528253768756
63958,99.3333333333333,39.4333333333333,1.15374877085382e-06,368.666666666667,1,8,78.6666666666667,17,1,0,5,5,3.4,1,602,25,3,40.3486666666667,"31c54b0060fa1a0c1f7ccff3616251af","1-322033c4729a0c02116866d72b1e3991","com.internet.speed.meter.lite","acf1f4860469c6fd",1527542639110,1527542699110
68097,49,29.525,1.28321701304978e-05,2964.5,3,7,107.5,9,1,0,3,3,3.48571428571429,1,538,23,4,30.125,"31c54b0060fa1a0c1f7ccff3616256fe","1-858cb515f40d9192b4e0981808b438e5","","94693d24cc813c3f",1528324093321,1528324153321
60883,24,29.1666666666667,4.41455842402627e-06,281.333333333333,2,6,53.3333333333333,9,1,0,3,5,3.4,1,790.666666666667,23,3,53.6666666666667,"31c54b0060fa1a0c1f7ccff361626468","1-90017615bee7e450528f71d0d88b8d5e","","21499054c7994fc4",1528397241489,1528397301489
23928,83,36.2,1.56973383776937e-07,74.6666666666667,1,5,34.5,8,2,17,4,4,4,1,405.75,25,4,35.275,"31c54b0060fa1a0c1f7ccff361631898","1-aa45ec13376e5cd458a004f66dd3cc57","com.whatsapp","7b3d12955096c795",1528918709304,1528918769304
15473,49,36.2,1.10585356910718e-06,73,2,6,45,8,3,2,3.6,3,4,1,1611,23,4,36.2,"31c54b0060fa1a0c1f7ccff36163415f","1-d0761fbab71d7d72347597f3a680f219","","e2f3a59016564a22",1527632314665,1527632374665
438149,77,28.1333333333333,4.39059082348628e-05,234,2,6,78,20,7,16,4,5,3.4,1,224,23,2,49.3333333333333,"31c54b0060fa1a0c1f7ccff36163fa9a","1-eec3c3cbdfe64287e8115fa69bb5b543","com.whatsapp","da864a689e433b5e",1528218428176,1528218488176
62587,99.3333333333333,28.9333333333333,6.11989800169997e-09,232.5,1,3,226.5,17,1,0,3,1,3.35555555555556,1,230,22,2.33333333333333,44,"31c54b0060fa1a0c1f7ccff3616411e9","1-0b0733d8614e5bd1aa552b5746f05178","com.sec.android.app.launcher","751666ecdd98bfd3",1527692714059,1527692774059
281983,56,33.6,6.5653305778237e-07,107,2,7,48.6666666666667,9,4,4,5,5,4,1,292.333333333333,24,4,49.6666666666667,"31c54b0060fa1a0c1f7ccff361643bfc","1-e37a5998462cfe4d2120ea8255ab2b2a","com.samsung.android.email.provider","c4a9b97bec0deec7",1528227302345,1528227362345
123882,63,33.6,8.47665872235463e-08,550.333333333333,1,8,83.6666666666667,17,1,1,4,3,3.26666666666667,1,729.5,24,4,33.5,"31c54b0060fa1a0c1f7ccff3616465aa","1-3f77e92654b5a7fde0091cf85d684140","org.pol.jmgo.qoesurveyor","ffdd93d674719bbc",1527617781071,1527617841071
8226,59.6666666666667,20.3333333333333,3.75097748370861e-07,135,2,6,77.3333333333333,9,1,3,3,5,4,1,451.333333333333,24,3,39.3333333333333,"31c54b0060fa1a0c1f7ccff361657c64","1-615db78b8373488352f3cd960b13fb1a","","11d70c1436d1ce27",1527623213633,1527623273633
244445,74.6666666666667,29.525,0,152,2,6,48.25,9,2,1,5,5,4,1,189.666666666667,22,2,35,"31c54b0060fa1a0c1f7ccff361659255","1-36860cf3a98af45f6f2a22b3d9d0814b","org.pol.jmgo.qoesurveyor","4261a8320ddd09d0",1528233428388,1528233488388
26144,69,28.1333333333333,3.04442925951234e-07,232.5,2.33333333333333,8,107.5,17,2,1,3.35714285714286,3,3.35555555555556,1,1561,26,2,32.7,"31c54b0060fa1a0c1f7ccff36165a5e2","1-4478dd239b8cd4aa08fbba7170da81c7","org.pol.jmgo.qoesurveyor","2e9b9b3b97476bf5",1527628143136,1527628203136
58199,74.6666666666667,33.6,1.04236422726288e-05,83,2,8,50.6666666666667,8,1,5,4,5,4,1,849,23,2,38.441,"31c54b0060fa1a0c1f7ccff36165d0be","1-d4582d98829754c92ee383abfafd7116","com.google.android.youtube","1d966fc8f0e98430",1527619585371,1527619645371
40869,46,32.2,1.5277345377577e-07,86,2,2,29,9,3,2,3,5,4,1,273.5,22,4,32.2,"31c54b0060fa1a0c1f7ccff361669dba","1-03ad7b541286b0b74936a780e632cda3","org.pol.jmgo.qoesurveyor","9f174fc0bd3480a6",1527623019480,1527623079480
319689,99.3333333333333,24.6,0,283,1,7,41.6666666666667,8,1,49,4,5,3.475,1,579.666666666667,24,2,38,"31c54b0060fa1a0c1f7ccff361681d7b","1-09ccd88ee702850a200e459ae1b64dfe","","d88a327ce250630",1526672699275,1526672759275
563404,87,28.55,1.23685858569024e-05,58.75,2,6,48.25,8,10,25,5,3,4,1,321.25,24,2,42,"31c54b0060fa1a0c1f7ccff361697ce6","1-b1e9b8da209a8c9f49979fcf5c4cc5de","com.android.chrome","9c19bb5d04be923e",1527771413867,1527771473867
51722,16,31.2,0,368.666666666667,3,7,15.3333333333333,9,1,22,5,5,3.4,1,729.5,22,4,55,"31c54b0060fa1a0c1f7ccff3616a7b1d","1-7e30dd559b2247c4796569774c7fd71e","","790c227141314780",1528298213656,1528298273656
541837,93.6666666666667,29,0,86,1,6,87,17,9,8,3,4,3.4,1,207.666666666667,23,4,28.854,"31c54b0060fa1a0c1f7ccff3616ad2ca","1-2e45a0d3d8a6e3dd2e6a5af71f3e6465","com.google.android.youtube","bbe3002f6e378eed",1528231511318,1528231571318
336095,83,33.3,0,39,2,8,14.5,9,6,5,4,4,4,1,1207.33333333333,26,4,29.958,"31c54b0060fa1a0c1f7ccff3616b2e24","1-a3a26e9cdfaeb22a4b56096801eefbc1","com.google.android.youtube","e64bbee157aededc",1528282732756,1528282792756
57626,24,27.15,4.4073745437576e-06,200,2.4,7,41.6666666666667,9,1,0,3.5,5,3.48888888888889,1,673.25,21,2,57,"31c54b0060fa1a0c1f7ccff3616b5146","1-5ae5fc262610317ccef2a4c66f8c3e88","","4192432e1cf42d52",1527617791493,1527617851493
463425,91.6666666666667,20.3333333333333,0.000115301598306695,74.6666666666667,2,7,47,8,7,17,5,5,4,1,765,24,3,28,"31c54b0060fa1a0c1f7ccff3616bd6b2","1-e0349a5c29d59be50b2b3d14deac6937","com.google.android.youtube","6e85b338913ae764",1528289840837,1528289900837
122038,6,28.3,1.19491448475859e-05,100.25,2,5,51,9,1,0,3.5,5,4,1,261.333333333333,23,2,43.4666666666667,"31c54b0060fa1a0c1f7ccff3616be594","1-a3bbeb562219d4ce0b86ce748bc98057","","d554e3b29fe24a3b",1528228116586,1528228176586
118030,19.6666666666667,33.1666666666667,5.34625889568507e-05,153.5,2,6,30.5,9,1,0,5,5,4,1,460.666666666667,24,3,57,"31c54b0060fa1a0c1f7ccff3616c33cb","1-9da6588950130aac6b211e62d00ddd0c","com.google.android.youtube","c35c6393398f7068",1527450453002,1527450513002
575855,69,33.3,1.80676988716855e-07,88.6666666666667,2.33333333333333,8,41.6666666666667,9,11,10,3,4,3.4,1,1077.5,26,3,35.1,"31c54b0060fa1a0c1f7ccff3616c9b23","1-98d79e8b74ce31eae967abb5909e0dee","","4c3dfa2cea50e9bb",1526508613553,1526508673553
619487,19,24.6333333333333,0,152,1,6,105.333333333333,10,11,10,3,4,3.5,1,451.333333333333,24,4,44,"31c54b0060fa1a0c1f7ccff3616d9aca","1-3685f509ccd62912aba8d77442bcc7b7","","332d672c51091609",1528271053043,1528271113043
167204,55,31.2333333333333,2.7949134181097e-07,90.6666666666667,2,6,31,9.33333333333333,3,7,4,4,4,1,489,24,2.66666666666667,39.6666666666667,"31c54b0060fa1a0c1f7ccff3616dc06e","1-178147df9f60f10e358875b561b1dce4","com.google.android.youtube","61d848e7503b5852",1527035943984,1527036003984
