"alejado","battery_l","battery_t","bw","df_delay","df_saltos","ds","dv_delay","dv_saltos","indice_en_prueba","indice_intervalo","mood","mos","ns","prueba_nro","ram","sdk","st","t_cpu","X_id","X_rev","app_foreground","devid","ts_from","ts_to"
104595,97,31.5666666666667,6.06901884968584e-07,195.666666666667,2,6,56,8,1,0,5,3,4,1,1313.66666666667,24,4,36.9666666666667,"31c54b0060fa1a0c1f7ccff3615e336b","1-d71311d7a8574d7fa2a9e0a7b8402edc","","63958117e9438e16",1527697441890,1527697501890
68500,87,31.5666666666667,8.779213679772e-07,79.6666666666667,2,8,30,8,1,0,4,5,4,1,648.333333333333,24,3,31.5666666666667,"31c54b0060fa1a0c1f7ccff3615e7ded","1-9841da6f2b565dc7dc45ae0dce8ee0b9","com.whatsapp","2440f9791015c9aa",1527695210473,1527695270473
131743,69,31.2,1.73333431109482e-05,283,2.4,4,80.6,9,1,0,5,1,3.4,1,300,23,3,39.3333333333333,"31c54b0060fa1a0c1f7ccff3615eb6bd","1-f6adfa27dd86aafc063635315ed5fa24","org.pol.jmgo.qoesurveyor","c8afba09e53d8531",1528215559070,1528215619070
60000,16,29.7,0,35,1,6,19,9,1,0,4.5,5,3.48888888888889,1,372,24,3,42,"31c54b0060fa1a0c1f7ccff3615f1806","1-1fbe1d4a71af01282006777d6b420666","","90a72847e24050d1",1527624561785,1527624621785
12591,97,27,0,292.666666666667,2,4,80.6,9,1,0,5,5,3.4,1,300,23,4,44.4666666666667,"31c54b0060fa1a0c1f7ccff3615f225f","1-61674981c4567b46bde07073e5e4438b","","22dee25d96b05f3e",1528248232324,1528248292324
458745,76,27.3666666666667,1.59261345644239e-07,84.6666666666667,2,8,42.6666666666667,8,1,1,3.16666666666667,2,4,2,1257.66666666667,25,4,0.320333333333333,"31c54b0060fa1a0c1f7ccff3615fb05e","1-64f86e51ff6321e11187340aa8fd7690","","68af49bcc059f325",1527538544458,1527538604458
209984,75,38.7666666666667,1.98906924884585e-05,139.5,2,3,21,8,1,0,4,3,4,15,429.666666666667,22,4,40.8486666666667,"31c54b0060fa1a0c1f7ccff3615fb1e6","1-9b2bba460c5d351fce172647aa092329","","8e16d706819d2e0c",1525189413675,1525189473675
209984,22,27.3666666666667,1.98906924884585e-05,153,2,3,41.6666666666667,9,1,1,3,3,4,15,265.333333333333,22,4,39.3333333333333,"31c54b0060fa1a0c1f7ccff3615fbaa0","1-2e8255eea7813f7cd167ecc1c789dde0","","8e16d706819d2e0c",1525189413675,1525189473675
60000,75,38.7666666666667,9.12152797453376e-07,271.666666666667,2,4,413,9,1,0,4,3,3.4,1,225.5,23,4,40.8486666666667,"31c54b0060fa1a0c1f7ccff361620d88","1-21d1ec90782771e9e8027b6df38769ce","org.pol.jmgo.qoesurveyor","7bf44203a040cdc1",1528253650352,1528253710352
63958,22,26.8333333333333,1.15374877085382e-06,368.666666666667,1,8,78.6666666666667,17,1,0,5,5,3.4,1,602,25,4,40.3486666666667,"31c54b0060fa1a0c1f7ccff3616251af","1-322033c4729a0c02116866d72b1e3991","com.internet.speed.meter.lite","acf1f4860469c6fd",1527542639110,1527542699110
68097,59,28.4,1.28321701304978e-05,2964.5,3,7,107.5,9,1,0,3,3,3.48571428571429,1,538,23,4,30.125,"31c54b0060fa1a0c1f7ccff3616256fe","1-858cb515f40d9192b4e0981808b438e5","","94693d24cc813c3f",1528324093321,1528324153321
60883,24,29.1666666666667,4.41455842402627e-06,281.333333333333,2,6,53.3333333333333,9,1,0,3.35714285714286,5,3.4,1,790.666666666667,23,3,53.6666666666667,"31c54b0060fa1a0c1f7ccff361626468","1-90017615bee7e450528f71d0d88b8d5e","","21499054c7994fc4",1528397241489,1528397301489
60462,59.6666666666667,32.4,0.00013023694138431,1948,2,5,398.5,9,1,0,4,5,4,3,404,25,4,34.3333333333333,"31c54b0060fa1a0c1f7ccff361627832","1-b835537e715b928abf5293d99bb7637d","org.pol.jmgo.qoesurveyor","7b3d12955096c795",1528838353338,1528838413338
12794,49,36.2,1.09523774603757e-06,73,2,6,45,8,1,0,3.6,5,4,1,1611,23,4,36.2,"31c54b0060fa1a0c1f7ccff361632d64","1-a7332790fd70dce51be23d8be6f04f84","","e2f3a59016564a22",1527632311986,1527632371986
