"alejado","battery_l","battery_t","bw","df_delay","df_saltos","ds","dv_delay","dv_saltos","indice_en_prueba","indice_intervalo","mood","mos","ns","prueba_nro","ram","sdk","st","t_cpu","X_id","X_rev","app_foreground","devid","ts_from","ts_to"
313734,74.6666666666667,41.1666666666667,7.0657222379627e-07,110.333333333333,2,6,54.3333333333333,8,5,4,5,4,4,1,1213.33333333333,24,3.33333333333333,42.3333333333333,"31c54b0060fa1a0c1f7ccff3615e5505","1-05813332ada0f8277f6eb419cfc8dd3a","","63958117e9438e16",1527697651029,1527697711029
409308,86,33.3,1.40299261678972e-06,84.75,2,8,31,8,7,6,4,5,4,1,553.666666666667,24,4,33.3,"31c54b0060fa1a0c1f7ccff3615eae0c","1-101bb92e3e275bd475c780bb5bf50177","com.android.chrome","2440f9791015c9aa",1527695551281,1527695611281
131743,69,31.2,1.73333431109482e-05,283,2.4,4,80.6,9,1,0,5,1,3.4,1,300,23,4,39.3333333333333,"31c54b0060fa1a0c1f7ccff3615eb6bd","1-f6adfa27dd86aafc063635315ed5fa24","org.pol.jmgo.qoesurveyor","c8afba09e53d8531",1528215559070,1528215619070
60000,16,29.7,0,35,1,6,19,9,1,0,5,5,4,1,372,24,2,42,"31c54b0060fa1a0c1f7ccff3615f1806","1-1fbe1d4a71af01282006777d6b420666","","90a72847e24050d1",1527624561785,1527624621785
158126,47,43.7,2.98475025416243e-08,135,2.4,4,1033.66666666667,9,7,6,5,5,3.4,1,355.5,23,4,54,"31c54b0060fa1a0c1f7ccff3615f4c33","1-986f017ed20e0cc638105d11fba15ab2","","22dee25d96b05f3e",1528248377859,1528248437859
188868,46,33.1666666666667,7.55187413543108e-09,105.4,2,8,47.2,8,1,0,3.66666666666667,2,4,3,1283,25,4,0.3225,"31c54b0060fa1a0c1f7ccff3615fadea","1-c9579caa5d90f52bff45b105880bfbb8","","68af49bcc059f325",1527538050115,1527538110115
38342,19,31.55,0,22,1,3,13,10,1,57,5,3,3,9,427.5,22,3,37,"31c54b0060fa1a0c1f7ccff3616176f7","1-c8c59ed35d2c6958df6e3710cf5bc919","com.android.launcher","8e16d706819d2e0c",1526598363110,1526598423110
60000,38.3333333333333,32.0666666666667,9.12152797453376e-07,271.666666666667,2,4,413,9,1,0,5,3,3.4,1,225.5,23,3,57,"31c54b0060fa1a0c1f7ccff361620d88","1-21d1ec90782771e9e8027b6df38769ce","org.pol.jmgo.qoesurveyor","7bf44203a040cdc1",1528253650352,1528253710352
63958,57,33.1666666666667,1.15374877085382e-06,368.666666666667,1,8,78.6666666666667,17,1,0,5,5,3.4,1,602,25,4,40.3486666666667,"31c54b0060fa1a0c1f7ccff3616251af","1-322033c4729a0c02116866d72b1e3991","com.internet.speed.meter.lite","acf1f4860469c6fd",1527542639110,1527542699110
68097,99.3333333333333,23.696,1.28321701304978e-05,2964.5,3,7,107.5,9,1,0,3,3,3.48571428571429,1,538,23,3,30.125,"31c54b0060fa1a0c1f7ccff3616256fe","1-858cb515f40d9192b4e0981808b438e5","","94693d24cc813c3f",1528324093321,1528324153321
170978,23,29.8666666666667,1.0994504758254e-05,332.5,2,6,254.25,9,3,2,5,5,3.37142857142857,1,672.666666666667,23,4,53.3333333333333,"31c54b0060fa1a0c1f7ccff3616273a1","1-12df2d5e46ba142869997aeb86aa1551","","21499054c7994fc4",1528397351584,1528397411584
23928,16,29,1.56973383776937e-07,18.5,1,5,13,10,2,17,3,4,4,1,405.75,25,2,35.275,"31c54b0060fa1a0c1f7ccff361631898","1-aa45ec13376e5cd458a004f66dd3cc57","com.whatsapp","7b3d12955096c795",1528918709304,1528918769304
263371,47,37.5,7.39595673405443e-07,93,2,6,33,8,7,6,3.6,1,4,1,1550,23,3,37.5,"31c54b0060fa1a0c1f7ccff361635641","1-76861f326110bde3a2899ad461d9c5a8","","e2f3a59016564a22",1527632562563,1527632622563
587943,76,28.2666666666667,1.14878085365244e-08,434,2,6,1033.66666666667,20,8,17,3,5,3.2,1,261.333333333333,23,3.33333333333333,41,"31c54b0060fa1a0c1f7ccff36163fe74","1-26e925016bd14d5fc880aedbd254c8d3","com.google.android.youtube","da864a689e433b5e",1528218577970,1528218637970
62587,99.3333333333333,28.9333333333333,6.11989800169997e-09,232.5,1,3,226.5,17,1,0,3,1,3.35555555555556,1,230,22,3,44,"31c54b0060fa1a0c1f7ccff3616411e9","1-0b0733d8614e5bd1aa552b5746f05178","com.sec.android.app.launcher","751666ecdd98bfd3",1527692714059,1527692774059
172278,59,31.975,0,139.5,2,7,44.75,9,1,0,3,5,4,2,311.25,24,3,42.5,"31c54b0060fa1a0c1f7ccff361641898","1-af5eed82fb7f5c3a67fbc3b0c4aed81e","com.android.vpndialogs","c4a9b97bec0deec7",1528225724547,1528225784547
389998,88,35.4666666666667,5.50946017566374e-06,78.6666666666667,1,8,115,17.3333333333333,7,27,4,1,3.4,2,865,24,4,35.3666666666667,"31c54b0060fa1a0c1f7ccff3616531e3","1-45681f0dfb09a03853a2d2f8f5211485","com.google.android.youtube","ffdd93d674719bbc",1527633599658,1527633659658
8226,66,28.7,3.75097748370861e-07,121,2,6,41.6666666666667,9,1,3,2.5,5,4,1,300,24,4,38.3333333333333,"31c54b0060fa1a0c1f7ccff361657c64","1-615db78b8373488352f3cd960b13fb1a","","11d70c1436d1ce27",1527623213633,1527623273633
217179,46,29.8666666666667,0,85.6666666666667,1,6,85.5,10,1,0,5,5,4,1,164.25,22,3,35,"31c54b0060fa1a0c1f7ccff36165905c","1-3c4c55e3d973f5397e758ce90cb35249","org.pol.jmgo.qoesurveyor","4261a8320ddd09d0",1528233401122,1528233461122
25892,69,29.2333333333333,3.04442925951234e-07,12,2,8,20.5,10,1,0,3.35714285714286,3,3,1,1561,26,2,32.7,"31c54b0060fa1a0c1f7ccff36165991d","1-45837dc4404f706b305d553654059cff","org.pol.jmgo.qoesurveyor","2e9b9b3b97476bf5",1527628142884,1527628202884
170583,83,31.55,9.45243845935901e-05,67.75,2,8,47.75,8,3,2,4,3,4,2,852,23,4,40.9273333333333,"31c54b0060fa1a0c1f7ccff36165b526","1-aef2e728319596688d5746c7348f8b6a","org.pol.jmgo.qoesurveyor","1d966fc8f0e98430",1527619295535,1527619355535
33514,46,32.2,1.08734187763537e-07,35,2,2,12,10,1,0,5,5,4,1,274,22,3,32.2,"31c54b0060fa1a0c1f7ccff3616699b4","1-2b7de0d9b8d199f2b76854071510dbfa","org.pol.jmgo.qoesurveyor","9f174fc0bd3480a6",1527623012125,1527623072125
53043,66,34.8,1.11494941750971e-06,14,1,7,6,10,1,4,3,5,4,13,1303,24,2,34.7,"31c54b0060fa1a0c1f7ccff36166c417","1-0630518d95b0159782e3e1998d300455","org.pol.jmgo.qoesurveyor","d88a327ce250630",1525359682788,1525359742788
222874,84,26.6666666666667,0,76.5,3,6,130.5,17,4,30,3,1,2.5,7,400.333333333333,24,4,33,"31c54b0060fa1a0c1f7ccff361699d55","1-e9858e4fb969965562f98f28180c5b68","com.android.chrome","9c19bb5d04be923e",1527772851755,1527772911755
69418,47,31.2,0,12,1,7,12,10,2,15,4,4,4,3,538,22,2,38.3333333333333,"31c54b0060fa1a0c1f7ccff3616a5158","1-8e4132ae851461f5f9e5fd4fb63e9fd7","","790c227141314780",1528296977345,1528297037345
566996,93.3333333333333,29,0,79,1,6,85.5,17,10,9,3,4,3.4,1,219,23,4,28.875,"31c54b0060fa1a0c1f7ccff3616ad8dc","1-696464f7a0aa4a3f97702138a6dad4d9","com.google.android.youtube","bbe3002f6e378eed",1528231536477,1528231596477
585134,57,28.6,0,43.75,2,8,16.25,9,11,10,3,4,4,1,1149.5,26,4,30.99675,"31c54b0060fa1a0c1f7ccff3616b4409","1-d38dd24ad26a0d8de629b1e848da7cc6","com.google.android.apps.docs","e64bbee157aededc",1528282981795,1528283041795
57626,38.3333333333333,23.696,4.4073745437576e-06,434,2,7,147,9,1,0,4,5,3.48888888888889,1,311.25,21,4,48,"31c54b0060fa1a0c1f7ccff3616b5146","1-5ae5fc262610317ccef2a4c66f8c3e88","","4192432e1cf42d52",1527617791493,1527617851493
572474,41,26.9333333333333,2.80843319278012e-07,76.5,2,7,60.5,8,8,10,4.83333333333333,5,4,2,856,24,3,33,"31c54b0060fa1a0c1f7ccff3616baf03","1-a741ac42246c6b0f542d73879c1b8a84","com.whatsapp","6e85b338913ae764",1528255898133,1528255958133
72437,6,28.6,2.97113208113198e-05,121,2,5,41.6666666666667,9,5,6,3.5,5,4,2,268.25,23,4,48.55,"31c54b0060fa1a0c1f7ccff3616c125b","1-ba14e0df7784249f2c02c14e0a76e224","","d554e3b29fe24a3b",1528228337536,1528228397536
118030,19.6666666666667,33.1666666666667,5.34625889568507e-05,153.5,2,6,30.5,9,1,0,5,5,4,1,460.666666666667,24,3,57,"31c54b0060fa1a0c1f7ccff3616c33cb","1-9da6588950130aac6b211e62d00ddd0c","com.google.android.youtube","c35c6393398f7068",1527450453002,1527450513002
200656,46,31.676,9.21456642389294e-06,18.5,1,8,12,10,7,19,4,2,4,4,1249.75,26,2,28.975,"31c54b0060fa1a0c1f7ccff3616ce3e6","1-bbb1a89572ed355114cc2d59d0870b3e","","4c3dfa2cea50e9bb",1526598527180,1526598587180
505410,20,23.696,0,110,1,6,130.5,10,9,8,3,5,3.5,1,430.76,24,4,47.92,"31c54b0060fa1a0c1f7ccff3616d8f92","1-454a77a36a7ac62bf450d74c341e06b9","","332d672c51091609",1528270938966,1528270998966
615505,53,30.9,1.61023076282062e-05,66.5,2,6,20.5,9,11,24,3.6,2,4,3,437,24,3,38.3333333333333,"31c54b0060fa1a0c1f7ccff3616e3c33","1-b8b725d5dd6ea4381faa2e0dc139f926","com.google.android.youtube","61d848e7503b5852",1527037021803,1527037081803
61617,22,27.3666666666667,7.10865192246796e-05,153,2,5,147,9,1,0,4.83333333333333,5,3.37142857142857,1,177,21,4,48,"31c54b0060fa1a0c1f7ccff3616e4428","1-eb5b56303b6b5e6e5df647189cb53961","com.adobe.reader","867fe59be043d779",1528263748557,1528263808557
60145,57,31.7,3.29652905784904e-06,97.6666666666667,2,8,14.6666666666667,9,1,0,3.66666666666667,5,4,1,358.333333333333,24,4,31.0833333333333,"31c54b0060fa1a0c1f7ccff3616ea117","1-c979f3401642d6cdb2907a50a2b0d41c","","a1f8f29e35209a42",1527538321702,1527538381702
536245,83,30.25,0,123,2,6,28,9,11,10,5,3,4,2,196,23,4,30,"31c54b0060fa1a0c1f7ccff3616f0ca9","1-370f9429c8e55a8a4a4166ca2bd1aaf1","","4504da30b01769b7",1528339937948,1528339997948
